text,label
বিশ্বের কোথায়ও ১৫ হাজার টাকা দামের সিমেন্ট নেই হায়রে চুরি দেশটাকে সর্বনাস করে দিলো।,negative
৪০০টাকা প্যাকেটের সিমেন্ট ১৫০০০টাকা🤣🤣 একেই বলে শিক্ষিত ডাকাত,neutral
"সর্বকালের সর্বশ্রেষ্ঠ সেতু! এটি এমন এক সেতু, যে সেতু নিয়ে নিউজ করলে নোবেল পুরষ্কার পাওয়ার জোর সম্ভাবনা! আর এই সেতু দিয়ে একবার যে চলাচল করবে তার দুনিয়া ও আখেরাতের কল্যান সাধিত হবে। মৃত্যুর আগে একবার হলেও স্বচক্ষে এই সেতু দেখার তাওফিক দিও গো মাবুদ 😭😭😭🤲🤲🤲🤲",negative
আমাদের গোলডেন পদদা সেতুর জয় হোক,positive
দেশের সিমেন্ট কোম্পানির কোন পদ্মা সেতু দিয়ে কোন এড দিলে জরিমানা করা উচিৎ,neutral
তাইতো বলি এটা স্বর্ণ সেতু নাম দিলে ভালো হতো।,positive
"অস্ট্রেলিয়া থেকে যে সিমেন্ট এসেছে, তার কী কোনো প্রমাণ আছে?",neutral
"পদ্মা নদী পৃথিবীর সবচেয়ে রহস্যময়, খরস্রোতা ও অদিভৌতিক নদী । যারা পদ্মা পাড়ে থাকে তারা জানে, প্রতি ইঞ্চিতে চ্যালেঞ্জিং পরিস্থিতির মুখোমুখি হয়েছে।",positive
"এ ধরনের রিপোর্ট প্রচার অবৈধ প্রধানমন্ত্রী শেখ হাসিনার পদ্মা সেতুর দুর্নীতিকে সমর্থন করার সামিল,আমরা বিবিসি বাংলার মতো একটা ওয়ার্ড ক্লাস সংবাদ মাধ্যমের কাছে এই ধরনের রিপোর্ট আশা করি না..",positive
এক বস্তা সিমেন্ট পদ্মার জাদুঘরে রাখলে আমরাও দেখতাম,neutral
মনে হয় এইদেশে শেখ হাসিনা একাই থাকবে আর তার অবৈধ সাঙ্গু পাঙ্গু রা,negative
আমি মান নিও প্রধান মন্ত্রীর কাছে আবেদন এই পদ্ধা সেতু ওদবেদন করবে মাননীয় মন্ত্রী মশিওর রহমান আর আবুল হুসেন,positive
এখানেই টাকা গুলো খাইছে এটা বলেনা,neutral
"ভারতের 3 একটা মুভি আছে।সেই মুভিতে একটা সিনারি আছে।রেল এক্সিডেন্ট হয় ব্রিজে।সেই ব্রিজ দেখতে যেমন,পদ্মা সেতু দেখতে তেমনি।",negative
আইনি ব্যবস্থা নেওয়া জরুরী,positive
"আপনি ভুল বলছেন, ১৫ হাজার না ১৫ লক্ষ টাকা দামের সিমেন্ট ব্যবহার করা হয়েছে।",positive
তোদের কথা শুনতে শুনতে পাগল হয়ে যাচ্ছি আর চায়নারা হাশতাছে মনে হচ্ছে পৃথিবিতে আর কেউ এরচেয়ে বড় ও কঠিন সেতু কেউ বানায়নি বল অভিগতা নাই আর চুরি কইরা খাইয়া শেষ,positive
সিমেন্ট কোম্পানি গুলো পদ্মাসেতুর অংশীদার দাবী করে তার ব্যাখ্যা,neutral
আমারা বলদ বাঙালি জাতি আমাদের যা দিয়ে বোঝান তাই ই বুঝি,neutral
ভাইয়া আমার মন ভাল না নাইলে বাংলাদেশ সিমেন্ট কোম্পানিকে কিছু বলতাম 😰,negative
"অনেক বিষয়াদি গুঢ় তথ্য জানলাম, ধন্যবাদ ভাই",positive
"   ,,আমাকে ঘুরতে হবে,,পদ্মা সেতুর সব কাজই বিশ্ব মানের, এবং আমরা তিন জায়গায় ত বিশ্ব রেকর্ড ও করে ফেলছি,,আমার সোনার বাংলা",neutral
কত সহজে আমাদের জনগণকে ধোঁকা দেওয়া যায় তা কমেন্ট পড়েই বুঝা যাচ্ছে,negative
সরকারের দুর্নীতি ঢাকার কত চেষ্টা। সহজ সরল জনগণকে কিভাবে ধোঁকা দিয়ে যাচ্ছে এই পশ্চিমা মিডিয়াটা।কবে যে আমাদের ঘুম ভাঙ্গবে আল্লাহই ভালো যানে,negative
এই প্রতিবেদন দেখে অনেকের পিছন জ্বলবে..😂,positive
ক্রাউন সিমেন্ট এখন বিদেশেও রপ্তানি হচ্ছে টিভিতে প্রচার করা হতো অথচ আজ শুনছি বিদেশি সিমেন্টের কথা এই ১০ হাজার কোটি টাকার সেতু ৩০ হাজার কোটি টাকা লাগলো,neutral
সেতু বিরোধিতাকারীরা ভিডিওটা দেখলো কি?,neutral
তাদের বাবার টাকা বলে কথা,neutral
" কে ভালো অংকের উপহার দিয়েছে। এজন্য পৃথীবির সবচেয়ে দুর্নীতিগ্রস্ত সেতু হওয়ার পরেও, দুর্নীতি ধামা চামা দিচ্ছে। এটা বুঝাতে চাচ্ছে পৃথিবীতে এতো কঠিন কাজ কেও করে নাই।",positive
আপনি বুঝাইতে চাইছেন এই জন্যেই ৩০০০০ কোটি টাকা খরচ করা হয়েছে,neutral
টিকে থেকে টাকা উশুল হইলেই হয়। পরে বইলেননা সিমেন্টে সমস্যা ছিলো।,negative
দশটাকা খরচ করে তিন টাকার কাজ করছো,neutral
হিসাব দিতে হবে সব চান্দের রেডি থাকো সরকার পরিবর্তন এর সাথে সাথে জেল ও খাটতে হবে চান্দু রা,negative
অশিক্ষিত বর্বর যারা খালি খালি পদ্মা সেতু নিয়ে দূর্নীতির প্রশ্ন তোলে তাদের জন্য এ প্রতিবেদনটা শিক্ষনীয়,negative
পদ্মা সেতু আমাদের অহংকার,positive
এক ব্যগ সিমেন্ট 15000টাকা 😂😂😂😂😂😂😂😂,positive
রুপপূর নিউক্লিয়ার প্লান্টেও ১০০ টাকার বালিশের কাবার ৪ লক্ষ্য টাকায় নেওয়া হয়েছে পদ্মা সেতু বাদ জাবে কেনো কারন স্বামী ও বাপের নিজের টাকায় বানাইছে না আমরা ফেরাউনের শ্বাশণে আছি,neutral
"দেশের নেত্রীর একটা সাহসী কাজ পদ্মা সেতু, এগিয়ে জাক বাংলা",positive
মাত্র ১৫ হাজার টাকা দামের সিমেন্ট ব্যাবহার করা ঠিক হয়নি প্রয়োজনে এক বস্তা সিমেন্ট লক্ষ টাকা দিয়ে কেনা উচিত,neutral
কলা গাছের দাম যদি দুই লাখ টাকা হয় তাহলে এক বস্তা সিমেন্টের দাম 15000 টাকা হতেই পারে মনে রাখতে হবে এটা বাংলাদেশ পুরাটাই দুর্নীতিতে ভরা,neutral
বাটপার সব বলে কি? ১৫ হাজার টাকার সিমেন্ট কোন দেশে তৈরি হয়েছে?,neutral
"১০ হাজার কোটি টাকার সেতু ৪০-৫০ হাজার কোটি টাকায় হয়ছে, এখন সমালোচনা শুনতে খুব কষ্ট হচ্ছে না 🤬",negative
ধন্যবাদ মাননীয় প্রধানমন্ত্রী দৃশ্যমান সেতু দার করিয়ে দেওয়ার জন্য 🌺🌺,positive
রুমিন ফারহানা কে এই ভিডিও দেখানো হৌক,neutral
ইউনুস খালেদা বিশ্ব ব্যাংক এই কুকুরের মুখে জুতার বাড়ি হলো পদ্মা সেতু,neutral
আমাদের দেশের সিমেন্ট কারখানার মালিকদের উপর মামলা করা হোক। কারণ তারা নিজেদের কম্পানির নাম দিয়ে চালিয়ে দেই। এতবড় একটা প্রতারনা করে যাচ্ছে কোম্পানি গুলো,negative
হারবাল পোস্টার লাগানোর মানুষ গোলো কইরে হুমুনদির পুতেরা দেশটারে শেষ কইরালাইছে পোস্টার লাগাইয়া,neutral
আমাদের দেশের চিটিংবাজ সিমেন্ট কোম্পানির নামে মামলা করা হোক। কারণ উনারা বলে উনারা নাকি গর্বিত অংশীদার 😄,positive
বিবিসি তেল মারা শুরু করল,negative
পাথর বাংলদেশে কই হয়। বলো ইন্ডিয়ান পাথর,neutral
পদ্মা সেতু নির্মাণ একটা বিশাল অর্জন এবং যতদূর বোঝা এবং জানা যায় পদ্মা সেতু তৈরীতে সর্বোৎকৃষ্ট ম‍্যাটেরিয়াল এবং ডিজাইন ব‍্যবহার করা হয়েছে। এই সেতু শেখ হাসিনা সরকারের একটা মাইল ফলক অর্জন। আর দূর্নীতি?? ওটা এই ভারতীয় উপমহাদেশের কোথায় না হয়?? যারা দূর্নীতি হয়েছে বলে এই অর্জনকে ছোট করতে চাইছে সুযোগ পেলে তারা এর চেয়ে বেশী দূর্নীতি করতো। আসলে হাসিনার বাবা সাধের পাকিস্তান থেকে পূর্ব পাকিস্তানকে মুক্ত করে 75% পূর্ব পাকিস্তানের লোকেদের কলিজায় আগুণ ধরিয়ে দিয়েছিলেন। সেই আগুণ এখন বাংলাদেশের 90% কলিজায় ছড়িয়ে পড়েছে। বংশানুক্রমে এরা হাসিনার বিরুদ্ধে জিহাদী জিগীর তুলতেই থাকবে।,positive
১৫হাজার টাকা হতে পারে না ! এখানেও বালিশ দুনিতীর মতই দুর্নীতি হয়েছে,neutral
"15 হাজারের সিমেন্ট, ভালই চুরি করেছেন",negative
সিমেন্ট কোম্পানি রা বিল বোর্ডে বিজ্ঞাপন দিলে সেটা আসলে কী ছিল?,neutral
"যত ভয়ংকর নদী হোক , চিনের কাছে তা শুধুমাত্র খাল",negative
আমরা করোনা থেকেও শশক্তিশালী। বানীতে কাদেরএখন বন্য এখন কি বলবে,positive
বাজারে গেলে সাইনবোর্ড এ দেখতে পাই&,neutral
"এতদিন তো এ সিমেন্টের কথা শুনলাম না। কবে লাইট জ্বললো, কবে পিলার দিলো, কবে ওই হলো কিন্তু দামী সিমেন্টের কথা শুনলাম না।",neutral
"প্রিমিয়ার সিমেন্ট, ফ্রেশ সিমেন্ট সহ কিছু দেশীয় প্রতিষ্ঠান বড় বড় বিজ্ঞাপন দেয় পদ্মা সেতুতে তাদের সিমেন্ট ব্যবহার করা হয়েছে। প্রতারণার মামলা করা উচিত অচিরেই।",negative
চোরেরা চুরির টাকা বৈধ করতে সিমেন্টের দাম ১৫ হাজার দাম বলছে!,negative
বাঙালিদের জন্য ভালো কিছু করতে নাই বাঙালিরা ভালো জিনিস চিনেও না বুঝেও না,negative
সব গুলা চুর। জনগণের টাকা আত্তসাদ করছে।,negative
বাঙালি হিসেবে খুশি হওয়া উচিত। অসাধারণ অর্জন।,positive
সিলেটে মানুষের কষ্ট চোখে পড়ে না???,negative
"বাবার পকেট থেকে পাঁচ হাজার টাকা চুরি করে, পাঁচশত টাকার লুংগি উপহার দেয়া।",negative
পদ্মা সেতু নির্মানে গর্বিত স্পন্সর বাংলাদেশের সিমেন্ট 😃😃😃😃,positive
ভিডিওটি দেখে ভালো লাগলো। আলহামদুলিল্লাহ।,positive
"খুব স্বাভাবিক , আমাদের দেশে ১টা বালিশ ১৫ তলায় তুলতে খরচ হয় ৫০০০ টাকা , সে হিসাবে গেদু চাচা বলেছে , সিমেন্টের দাম কম নিয়েছে!",negative
এই দিকে পদ্মা ব্রীজে সিমেন্ট বিক্রী করে আমাদের দেশের কোম্পানী😅😅😅,neutral
অনেক গুরুত্বপূর্ন তথ্য জানতে পারলাম,positive
দাঁড়িয়ে থাকুক শত শত বছর আমাদের গৌরবময় সেতু,positive
আমাদের কে তারা যেভাবে বুজায় আমরা সেভাবে বুজি। তাহলে সিমেন্ট ৫০০ থেকে ১৫০০০ হতে পারে। দুদক চেয়ারম্যান এর দৃষ্টি আকর্ষণ করছি,neutral
যে যাই বলুক পদ্মা সেতু হয়েই গেলো।,neutral
এই সকল দুর্নীতি এই সেতুর পিলারের নিচে এই দূর্নীতি প্রমাণ করতে পারবে না ।,neutral
বাংলাদেশ ইউরোপ-আমেরিকার চেয়ে উন্নত দেশ অথচ সিমেন্ট আনতে হয়েছে অস্ট্রেলিয়া থেকে।,positive
সবই মহান আল্লাহ্‌ পাঁকের ইচ্ছায় হয়েছে।আমাদের স্বপ্ন তিনিই পূরন করেছেন।সুবাহানাল্লাহ্‌।,positive
"যত পিলারই দেখান; চুরি, ডাকাতি যা হয়েছে, তা সবাই জানে।আর কত প্রচার করবেন? 🤫 হাজার হাজার কোটি টাকা বিদেশে পাচার করেছে, এইসব উন্নয়নের তকমা দিয়ে দিয়ে।।",positive
আর কতো মিত্রা কথা বলবি,positive
যাই বলেন অর্ধের বেশি দুর্নিতি হইছে,neutral
হুম ডুবাইর বর্জ খলিফা টাওয়ার এরকম হয় নি যতটা পদ্মা সেতুতে হয়েছে,neutral
"নেন অনেক টাকা কামাই করেছেন, ছয় পরুষ বসে খেতে পারবেন।",neutral
আরও কত নাটক আছে এই সেতু নিয়ে দূর্নীতি বাজ হাসিনার,neutral
বয়স বেশি হয় নাই তার পরও আল্লাহর কাছে দোয়া করেছিলাম পদ্মা সেতু দেখতে বাসেতুর উপর দিয়ে যেতে পারি আল্লাহ আমার আশা পুরন করতেও পারে আমিন,positive
পদ্মা সেতু আসলেই একটা চ্যালেঞ্জ ছিল। পৃথিবীতেই এমন সেতু সত্যিই বিরল।,positive
সেখ হাছিনার সাহসিকতার স্বীকৃতিস্বরূপ,positive
কিন্তু বড় অাজব ব্যপার হচ্ছে -আমাদের দেশের অধিকাংশ সিমেন্ট কোম্পানি গুলো দেশের বড়বড় শহর গুলোতে গর্বের সহিত পোস্টার লাগিয়ে বলছে আমাদের সিমেন্ট পদ্মাসেতু নির্মাণে সেরা.....এতবড় ধোঁকাবাজি সরকারের নাকের ডগায় বসে তারা কিভাবে করলো!,positive
দেশটাকে পুরা সিংহাসন বিহিন রাজাবানাইছো এখন আরো প্রকল্পের কাজ ধরো আওয়ামিলীগ নেতাদের পকেট ভারি করো আর জনগণকে বোকাবানাও এটাই আওয়ামিলীগ কর্মী দের কাজ,negative
"আলহামদুলিল্লাহ, শত বছর টিকে থাকুক আমাদের ভালোবাসার সেতু ।",positive
"দুর্নীতি কতটুকু হয়েছে একমাত্র আল্লাহ পাক সবচেয়ে ভালো জানেন, তবে পদ্মা সেতু বাংলাদেশের একটি বিশাল অর্জন এটা সত্যি।",positive
এই ভিডিওটা দেখলে বুঝা যায় কতটা চ্যালেঞ্জিং ছিলো পদ্মা সেতু নির্মাণ৷ ধন্যবাদ মাননীয় প্রধানমন্ত্রী শেখ হাসিনা,positive
এখন অপেক্ষা... যেন ভালোই ভালোই উদ্বোধন শেষ করতে পারে।,positive
"দারুন তথ্য বহুল রিপোর্ট। এই অভিজ্ঞতাকে কাজে লাগিয়ে দেশে ইনশাআল্লাহ আরো বড় বড় কাজ হবে। বাংলাদেশ, বেচে থাকুক কোটো বছর। বাংলার আকাশ বাতাস, বাংলার মাটি, বাংলার জীব বৈচিত্র, বাংলার মাটির মানুষ ভালো থাকুক সজীব থাকুক সব সময়।",positive
"বাংলাদেশের সকল ধরনের রব, সিমেন্ট কম্পানি গুলো বিঙ্গাপনে গর্বের সাথে বলছেন যে, আমরা পদ্মা সেতুর গর্বিত সহযোগী 👍 তাহলে কি তারা ভুয়ো বিঙ্গাপন তৈরি করে, আমরা মনে করি সরকার নিজের দোষ চাপাতে এইসব ভুলভাল সিমেন্টের দাম বেশি গুলো বলছে, বাংলাদেশি সেমেন্ট কম্পানি গাড়িগুলো সিমেন্ট নিয়ে পদ্মা সেতুর সাইটের দিকে গেছে আমরা তো দেখেছি, আমরা ভুলভাল বুঝতে চাইনা আমরা সঠিক টা জানতে চাই পদ্মা সেতুর তদন্ত হোক 👍",negative
তারপরেও কিছু মানুষ অখুশি হবে কারন এই সেতু শেখ হাসিনা করেছেন এদেশের কিছু অমানুষ আছে সমালোচনা করবে,negative
এখন কত কিছু দিয়েই না তৈরি হলো কিছু দিন পরে শুনতে হবে স্বর্ন দিয়ে তৈরি,neutral
ধন্যবাদ প্রধানমন্ত্রী শেখ হাসিনা,positive
পদ্মা সেতু একটা আবেগের নাম। এটা ত্বক কে ভেদ করে হৃদয়ে ছুয়ে যায়। এটার যে কি উপকার তা দক্ষিণ বংগের লোক জন ছাড়া অনুভব করা কঠিন।,positive
"আলহামদুলিল্লাহ, শেখ হাসিনাকে আল্লাহ নেক হায়াত দান করুক।",positive
দেশের এতো বড় অর্জনে আল্লাহর কাছে লক্ষ কোটি শুকরিয়া।কিন্তু এটা নিয়ে যে রাজনীতি আর অহংকার হচ্ছে তাতে বার বার টাইটানিকের কথা মনে পড়ে।,positive
"স্বপ্নের পদ্মা সেতু, কৃতজ্ঞতা সংশ্লিষ্ট সকলের প্রতি।",positive
আর এদিকে বাংলাদেশর সব সিমেন্ট কোম্পানি দ্বাবি নিজেদের কোম্পানি গুলো। এজন্য মমলা করা দরকার।,neutral
আমি যুদি পদ্মা পারের মানুষ না তবে বাংলাদেশের নাগরিক হয়ে পদ্মা সেতু বানাবার জন্য মানীয় প্রধানমন্ত্রী শেখ হাসিনা কে অনেক অনেক ধন্যবাদ উনি পদ্মা পারের মানুষদের জন্য এমন একটি মহত ভালো কাজ করেছেন।,positive
"বাংলাদেশের সিমন্ট কোন সেতুর মধ্যে ব্যবহার হয়নি অথচ বাংলাদেশের সিমেন্ট কোম্পানী গুলো বিজ্ঞাপন দিয়ে বেড়ায় আমাদের সিমেন্ট অমুক সেতুতে তমুক সেতুতে ব্যবহার হয় আসলে এগুলো ব্যবহার হয়না,এটার সাথে সরকার জরিত ফাউল 18 কোটি মানুষ মিলে মামলা করে দেওয়া উচিত, তার প্রমাণ বহুমুখী যমুনা সেতু।",neutral
"বি‌ভিন্ন কোম্পানী এড দি‌ছে পদ্মা সেতু নিমা‌র্ণে আমরা অংশীদ্বার হ‌তে পেরে‌ছি ব‌লে আমরা গর্বিত, এখন খব‌রে বল‌ছে সি‌মেন্ট অ‌স্ট্রি‌লিয়া থে‌কে আনা হ‌য়ে‌ছে ব‌লে ৫০/৬০ কে‌জির বস্তার দাম ১৫০০০/~ (প‌নের হাজার) টাকা। আমা‌দের খোলা মুখটা সেলাই করা কি আর বলব, আমজনতা‌কে টু‌পি পরা‌নো হ‌চ্ছে।",positive
এইদের কথা শুনলে এমনিতে হাসি পাই এরা আমাদের মতো সাধারণ মানুষকে পাগল মনে করে নাকি এদের কথা বলার ধরণই এমন যাইহোক পদ্মাসেতু আমাদের জন্য অনেক কিছু,positive
বাংলাদেশের সিমেন্টের উপর ও আস্থা নাই,negative
আল্লাহতালা বাংলাদেশকে পৃথিবীর সবচেয়ে উন্নত দেশ বানাক।,neutral
৫০ হাজার হাজার কোটি টাকা উত্তোলন করতে পারে এমন কোন ক্রেন দুনিয়াতে আছে কিনা সেটাও গবেষণা করতে হবে।,neutral
এই ফেইক প্রতিবেদন বানানোর জন্য কত টাকা খেয়েছেন???,negative
তোমগ শাউয়াও ব্যবহারও করেছে,neutral
তাহলে প্রত্যেক সিমেন্ট কম্পানি দাবি করতেছে যে তাদের সিমেন্ট এই সেতুতে ব্যবহার হয়েছে?,neutral
"একেবারে নতুন কিছু জানলাম,ধন্যবাদ রকি কে।",positive
বালের সেতু। ভারত এমন সেতু এক সাপ্তাহ ভিতর বানায়। অর্ধেক কম খরচে বানায়,neutral
আবালের দল না জেনেই পদ্মা সেতুর সমালোচনা করে।,negative
"বালি, পাথর এবং রোড গুলো বাংলাদেশ থেকে আর বাকিগুলো বাহিরের অযথা",negative
"বড় কথা হলো, সব চ্যালেঞ্জ উপেক্ষা করে পদ্মা সেতু সফল ভাবে সম্পন্ন হলো 👈",positive
শেখ হাসিনার নামের প্রথম অক্ষর এস সে হিসেবে পদ্মাসেতু এস আকৃতিতে করা হয়েছে। অথচ এই সেতুটি যদি সোজা করে করা হতো তাহলে দেশের হাজার হাজার টাকা সেভ হতো। অযথায় টাকা নষ্টের হিড়িক,neutral
পদ্মাসেতুর কার্পেটিং এর উপর যে রং করা হয়েছে তা মোটেও দৃষ্টিনন্দন হয়নি। বরং তার চেয়ে কাঁচপুর ব্রিজের কার্পেটিং এর রং আর ও বেশি সুন্দর হয়েছে।,positive
এ‍্যাতো টাকা যে দুর্নীতি করছে।তা ক‍্যামনে হালাল করা যায়। তার জন‍্য মিডিয়া উঠে পড়ে লাগছে। তবে সেতু করে ভালো করছে।,positive
"এতোদিন টিভিতে কতো অ্যাড দেখেছি পদ্মা সেতুতে আমাদের ইট,বালি,রড,সিমেন্ট ব্যবহার করায় আমরা গর্বিত। যারা একথা বলেছেন তাদের পন্য সামগ্রি কেনা থেকে বিরত থাকুন।",positive
পদ্মা সেতু যেভাবেই হোক।কৃতিত্ব কিন্তু শেখ হাসিনার ❤️👈,positive
পদ্মা সেতুতে ব্যবহৃত সিমেন্ট বাংলাদেশের সিমেন্ট কোম্পানিগুলি তৈরি করতে পারে না।,neutral
পদ্মা সেতুর ঢালাই এর মেইন অপারেটর আমি ছিলামপদ্মা সেতুতে স্ক্যান সিমেন্ট ব্যবহার হয়েছেদুই কোয়ালিটি সিমেন্ট1/ 2/ মুন্সিগঞ্জ কুমারভোগ ঢালাই তৈরি করার  মিক্সার প্লান্ড,neutral
"এপর্যন্ত পদ্মা সেতু নিয়ে যতো রিপোর্ট হইছে, তারমধ্যে সবচেয়ে তথ্যবহুল রিপোর্ট ছিলো এটা! একেবারেই নতুন কিছু জিনিস জানতে পারলাম, অসাধারণ",positive
চেটের বাল আমার ১৫০০০,neutral
শাহ সিমেন্ট এ-র কোম্পানির নামে প্রতারণা মামলা করা হোক,negative
"সময় আসবে। তখন না হয়, সব হিসাব, জাতি বুঝে নিবে। ১৫ হাজার না, ১৫ শত",neutral
"দেশের বিভিন্ন জায়গায় সিমেন্ট এর এ্যাড দিলো কেনো সিমেন্ট কোম্পানি, যে, আমাদের সিমেন্ট পদ্মা সেতু নির্মাণের জন্য ব্যাবহার হচ্ছে...?",neutral
এটা কিছু না টাকা চুরি করার ফাঁদ এটা দেশের সিমেন্ট অনেক ভালো সেটা বেবহার করলে টাকা কম চুরি করা যায়,negative
অস্ট্রেলিয়া থেকে আনা হয়েছে যে তার ডকুমেন্টস কি.???,neutral
এই সিমেন্টেই যে মারিং কাটিং হয়েছে বেশি এটা প্রকাশ হয়ে গেলো।,negative
বাংলাদেশের সিমেন্ট কোম্পানিগুলো শ্রমিকদের জন্য পায়খানাঘর বানানোর জন্য সিমেন্ট দিছে,neutral
যারা খরগোশ ভালবাসেন তারা আমন্ত্রিত,positive
"এই প্রজেক্ট করে কানাডায় বেগম পাড়ায় বাড়ি করে, ইউটিউবে আসছে সাফাই গাইতে।",neutral
বাংলাদেশের সকল সিমেন্ট কারখানার বিরুদ্ধে মামলা করা উচিত সব মিথ্যাবাদীর দল বলে পদ্মা সেতুতে আমাদের সিমেন্ট সেরা।,positive
ভবিষ্যতে সরকার বদল হলে জনগণ জানতে পারবে সিমেন্টের ব্যাগ কতো হাজার টাকা সেই সঙ্গে জানা যাবে কিছু  হলুদ মিডিয়ার পরিচয়,neutral
টাক্ খাই দিছে কত??,neutral
এতদিন শুনলাম হোলসিম ফ্রেশ সেভেন রিংস বিভিন্ন রকম কোম্পানি অ্যাডে যে নিজস্ব সিমেন্ট দিয়ে তৈরি পদ্মা সেতু এখন শুনি অস্ট্রেলিয়ান সিমেন্ট দিয়ে তৈরি কিন্তু এখন মনে হচ্ছে সব চিটার তৈরি বাংলাদেশ,negative
নির্বাহি ইন্জিনিয়ার বললো বাংলাদেশ থেকে শুধু বালি পাথর আর রড ব্যবহৃত হইছে ।তাহলে দেশের বেশির ভাগ সিমেন্ট কোম্পানিই বলে পদ্ধা সেতুর নির্মানের গর্বিত অংশিদার ।সব বাটপার,positive
বিবিসি বাংলা নামের এই প্রাইস তোমার উদ্দেশ্যে তুমি অনেক ভালো চাটতে পারো,positive
"সব চোরের দল, এরা প্রকৌশলী এক একটা রাঘববোয়াল",negative
পদ্মা সেতুর সম্পূর্ণ কাজ করেছে বিদেশীরা আর এরা হলো টাকা ভাগ করা খাওয়ার লোকজন যাদের পদ্মা সেতু সম্পর্কে নিম্ন পরিমাণ আইডিয়া নাই ফালতু চোর চোট্টা রেপিস্ট আওয়ামীলীগ ভরা,positive
"ইনশাআল্লাহ,,, দেশ এগিয়ে যাবে,,,❤️❤️❤️❤️❤️",neutral
মাইক্রোফাইন সিমেন্ট দিয়ে এদেশে আগে কোন কাজ হয়নি। আসলেই পদ্মা সেতু একটা বিষ্ময়।আল্লাহ হেফাজত করুন।,positive
9000 টাকার বালিশের দেশে এটা অবাক হওয়ার মতো কিছু না।,negative
"  এর দাম, ইন্টারনেট এ দেখকাম ২০০০ থেকে ২৫০০ কিন্তু উনি বলে ১৫,০০০ টাকা।",neutral
বালিশের দাম 50000/=টাকা কলা গাছ পাচ লাখ টাকা হলে সিমেনট পনর লাখ হলেও কিছুই বলার নাই।,neutral
যারা এই সেতু নিয়ে সমালোচনার ঝড় তুলছেন তাদের এই ভিডিওটি মনোযোগ দিয়ে দেখা দরকার। তাহলে বুঝতে পারবে কি কর্মযজ্ঞই হয়েছে। তাই আসুন সবাই একসঙ্গে বলি এগিয়ে যাও বাংলাদেশ সাবাস বাংলাদেশ।,negative
এত চেলেঞ্জিং যেহেতু তবে কি টানেল করলে ভালো হতোনা...?!!,negative
কি জানি হালায় বড় লোকদের বড় বড় ব্যপার,neutral
এই ভাল সিমেন্ট বাংলাদেশে ৫৫০ থেকে ৬০০ টাকা পরে। আর অসট্রেলিয়া থেকে আনতে ১৫০০০ হাজার খরচ হইছে।,positive
"আসল কথা হলো, বিদেশ থেকে সিমেন্ট আমদানী করে কোটি কোটি টাকা লোপাট করা হয়েছে। আল্লাহ আমাদের সবাইকে হেদায়েত দান কর।",positive
র দৃষ্টি আকর্ষণ করছি আমাদের দে-শ এ তো দরজার পর্দা ও ২০৷ হাজার টাকা ব্যয় হয়েছে সরকারি অফিস এ,neutral
"পদ্মা সেতু উদ্বোধনের ক্ষণগনণাকালে আল্লাহ্ র কাছে শুকরিয়া আদায় করি আর সেতুর নির্মাণকাজের সঙ্গে জড়িত সকলস্তরের শ্রমিক, কর্মচারী, কর্মকর্তা, ইঞ্জিনিয়ার, পরামর্শক কে জানাই পরম শ্রদ্ধা ও অভিনন্দন। আর মাননীয়া প্রধানমন্ত্রী শেখ হাসিনার প্রতি কৃতজ্ঞতা। যার সাহসিকতায় আজ এই সেতুকে দেশবাসী বরণ করার প্রহর গুনছে।",positive
কমই তো যে দেশে বালিশ ৭ হাজার। 😅🤣😂,positive
বাংলাদেশের সবচেয়ে বড় মেগা প্রকল্প সাথে মেগা দুর্নীতি।,neutral
মির্জা রুমিনদের গাত্রদাহ হচ্ছে রে।,neutral
হাসপাতালের ১টা বালিশের দাম ৩৬ হাজার টাকা। এমনটা নয় তো??,neutral
সিমেন্ট গুলো যদি বাহির থেকে আনা হয় তাহলে বাংলাদেশি সিমেন্ট কোম্পানি গুলো এড দেয় কেনো পদ্মা সেতে নির্মাণ অংশ গ্রহন করেছে।,neutral
পদ্মা সেতু নিয়ে যতই রিপোর্ট দেখছি ততই নতুন নতুন তথ্য পাচ্ছি। ধন্যবাদ।,positive
আমার সুভাগ্য জে মরার আগে পদ্দা সেতু দেখে গেলাম শুকরিয়া আল্লাহর দরবারে,positive
বি বি সি ও কি সরকারের নিতীমালা ফলো করে প্রতিদিন পদ্মা সেতু নিয়ে রিপোর্ট করে??,neutral
"সব চুরির লাইসেন্স দিচ্ছেন এসব নিউজ করে। আপনাদের মত শক্তিশালী মিডিয়া কেন এসব করছেন, কি কারণ, এটা বড় খবর",positive
"যত বড় দুর্নীতি তত বড় চ্যালেঞ্জ! ☹️   ,    !... আর    বাংলার নিখাদ দালালির জন্য কুভেচ্ছা!!!,      , বিবিছিঃ বাংলা 👞👠👟",negative
যে যাহাই বলুক এটা আমাদের গৌরব।,positive
"পরিচালকের বাড়ির বর্তমান ও ১৫ বছর পুর্বের অবস্থা, তার আত্মীয় স্বজনরা কেমন আছে সেগুলো নিয়ে একটা খবর করেন",neutral
"সব সিমেন্ট কোম্পানি বলে,পদ্মা সেতু নির্মাণে আমরা গর্বিত সহযোগী। তাহলে এরা সবাই মিথ্যাবাদী।",negative
